loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_5117608,8z7824i07i122z82017i1398704920hz,1,2022-02-28,2022-02-28,167.17,167.17,0.0
loan_5117608,8z7824i07i122z82017i1398705z20hy,3,2022-03-31,,167.17,0.0,0.0
loan_5117608,8z7824i07i122z82017i1398704920hg,2,2022-03-15,,167.17,0.0,0.0
loan_5117608,8z7824i07i122z82017i1398705z20hh,4,2022-04-18,,167.17,0.0,0.0
loan_2837052,8z7826167h47h601017h489iz7436407,8,2022-03-15,2022-03-15,423.4,423.4,0.0
loan_2837052,8z7826167h47h601017h489iz7436405,6,2022-02-15,2022-02-14,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7436406,7,2022-02-28,2022-03-01,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7406404,5,2022-01-31,2022-01-30,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7406402,3,2021-12-31,2021-12-29,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7406401,2,2021-12-15,2021-12-12,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7406403,4,2022-01-17,2022-01-16,424.86,424.86,0.0
loan_2837052,8z7826167h47h601017h489iz7406400,1,2021-11-30,2021-11-28,424.86,424.86,0.0
loan_2854442,8z7822z27h711212017h716g2x04542h,3,2022-01-17,2022-01-16,157.68,157.68,0.0
loan_2854442,8z7822z27h711212017h716g2x04542g,1,2021-12-15,2021-12-15,157.68,157.68,0.0
loan_2854442,8z7822z27h711212017h716g2x04542y,2,2021-12-31,2021-12-31,157.68,157.68,0.0
loan_2854442,8z7822z27h711212017h716g2x16542x,4,2022-01-31,2022-02-01,155.6725,155.6725,0.0
loan_1762572,8z782i278046hx6501804z7zx3xi2y26,5,2022-06-30,2022-07-01,167.17,167.17,0.0
loan_1762572,8z782i278046hx6501804z7zx3h62y23,2,2022-05-16,2022-05-16,167.17,167.17,0.0
loan_1762572,8z782i278046hx6501804z7zx3h62y22,1,2022-05-02,2022-05-01,167.17,167.17,0.0
loan_1762572,8z782i278046hx6501804z7zx3xi2y27,6,2022-07-15,2022-07-16,164.13,164.1332,0.0
loan_1762572,8z782i278046hx6501804z7zx3h62y25,4,2022-06-15,2022-06-15,167.17,167.17,0.0
loan_1762572,8z782i278046hx6501804z7zx3h62y24,3,2022-05-31,2022-05-31,167.17,167.17,0.0
loan_6483108,8z782iy3804y1h3201805971100759hi,1,2022-05-16,2022-05-16,144.54,144.54,0.0
loan_6483108,8z782iy3804y1h3201805971100759x1,3,2022-06-15,2022-06-09,144.54,144.54,0.0
loan_6483108,8z782iy3804y1h3201805971101i59x2,4,2022-06-30,2022-06-29,144.54,144.54,0.0
loan_6483108,8z782iy3804y1h3201805971100759x0,2,2022-05-31,2022-05-31,144.54,144.54,0.0
loan_0287544,8z782ix87xz6009i017xz71yx8y2441h,5,2022-04-18,,450.41,0.0,0.0
loan_0287544,8z782ix87xz6009i017xz71yx8y2441x,6,2022-05-02,,446.76,0.0,0.0
loan_0287544,8z782ix87xz6009i017xz71yx8g1441g,3,2022-03-15,,450.41,408.07,58.0
loan_0287544,8z782ix87xz6009i017xz71yx8g14419,1,2022-02-15,2022-02-15,451.87,451.87,0.0
loan_0287544,8z782ix87xz6009i017xz71yx8g1441y,4,2022-03-31,,450.41,0.0,0.0
loan_0287544,8z782ix87xz6009i017xz71yx8g1441z,2,2022-02-28,2022-02-28,450.41,450.41,0.0
loan_2931236,8z7801y880325yxz018033izhx733718,3,2022-05-31,2022-05-30,473.7335000000001,473.7335000000001,108.05
loan_2931236,8z7801y880325yxz018033izhx733716,1,2022-05-02,2022-04-30,456.62,456.615,131.5
loan_2931236,8z7801y880325yxz018033izhx733717,2,2022-05-16,2022-05-15,461.6812000000001,461.6812000000001,124.56
loan_2931236,8z7801y880325yxz018033izhx76371h,8,2022-08-15,2022-08-15,530.72,530.7173,20.24
loan_2931236,8z7801y880325yxz018033izhx733719,4,2022-06-15,2022-06-16,481.654,481.654,97.2
loan_2931236,8z7801y880325yxz018033izhx76371y,7,2022-08-01,2022-07-30,525.05,525.0525,37.75
loan_2931236,8z7801y880325yxz018033izhx73371z,5,2022-06-30,2022-06-30,498.67,498.6703,73.89
loan_2931236,8z7801y880325yxz018033izhx76371g,6,2022-07-15,2022-07-15,512.42,512.4162,56.06
loan_5309578,8z7801897i408x40017i4318g55552xy,7,2022-06-15,,0.0,0.0,0.0
loan_5309578,8z7801897i408x40017i4318g52x52x7,2,2022-03-31,2022-03-31,854.26,854.2606,90.78
loan_5309578,8z7801897i408x40017i4318g52x52x9,4,2022-05-02,2022-05-02,642.68,642.6847,27.58
loan_5309578,8z7801897i408x40017i4318g52x52x6,1,2022-03-15,2022-03-05,4187.51,4187.5063,192.69
loan_5309578,8z7801897i408x40017i4318g55552xg,6,2022-05-31,,0.0,0.0,0.0
loan_5309578,8z7801897i408x40017i4318g55552xz,5,2022-05-16,,0.0,0.0,0.0
loan_5309578,8z7801897i408x40017i4318g55552xh,8,2022-06-30,,0.0,0.0,0.0
loan_5309578,8z7801897i408x40017i4318g52x52x8,3,2022-04-18,2022-04-14,883.36,883.3584,50.92
loan_7036026,8z7807gh7ii9gxii017iiy3x1x9173yh,2,2022-05-02,2022-04-30,104.39,104.39,0.0
loan_7036026,8z7807gh7ii9gxii017iiy3x1xz273yi,4,2022-05-31,2022-06-01,102.2,102.2,0.0
loan_7036026,8z7807gh7ii9gxii017iiy3x1x9173yy,1,2022-04-18,2022-04-13,104.39,104.39,0.0
loan_7036026,8z7807gh7ii9gxii017iiy3x1x9173yx,3,2022-05-16,2022-05-16,104.39,104.39,0.0
loan_2469902,8z780i777x254y92017x266hi84173g4,4,2022-02-28,2022-03-04,103.3,103.295,58.0
loan_2469902,8z780i777x254y92017x266hi82473g1,1,2022-01-17,2022-01-14,105.12,105.12,0.0
loan_2469902,8z780i777x254y92017x266hi82473g3,3,2022-02-15,2022-02-26,105.12,105.12,58.0
loan_2469902,8z780i777x254y92017x266hi82473g2,2,2022-01-31,2022-02-13,105.12,105.12,58.0
loan_9333730,8z780i777x254y92017x26hi1zxg1408,3,2022-02-15,2022-02-12,164.98,164.98,0.0
loan_9333730,8z780i777x254y92017x26hi1zxg1407,2,2022-01-31,2022-01-28,164.98,164.98,0.0
loan_9333730,8z780i777x254y92017x26hi1zyx1406,1,2022-01-17,2022-01-16,164.98,164.98,0.0
loan_3077884,8z780iz07y988ih6017y9g8409iy2673,5,2021-12-31,,315.59,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409x02670,2,2021-11-16,,298.87,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409x0266i,1,2021-11-01,,303.97,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409iy2676,8,2022-02-15,,341.73,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409iy2672,4,2021-12-15,,312.66,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409ii2678,10,2022-03-15,,357.46,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409ii267z,12,2022-04-18,,353.69,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409ii2677,9,2022-02-28,,353.77,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409iy2675,7,2022-01-31,,337.2746,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409ii2679,11,2022-03-31,,364.4671,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409x02671,3,2021-11-30,,310.71,0.0,0.0
loan_3077884,8z780iz07y988ih6017y9g8409iy2674,6,2022-01-17,,319.55,0.0,0.0
loan_2020724,8z780zh47h807z42017h8159xy902g17,8,2022-03-31,,0.0,0.0,0.0
loan_2020724,8z780zh47h807z42017h8159xy902g14,5,2022-02-15,,15.6147,0.0,0.0
loan_2020724,8z780zh47h807z42017h8159xy902g15,6,2022-02-28,,0.0,0.0,0.0
loan_2020724,8z780zh47h807z42017h8159xy902g16,7,2022-03-15,,0.0,0.0,0.0
loan_2020724,8z780zh47h807z42017h8159xy702g10,1,2021-12-15,2021-12-11,339.51,339.5084,34.92
loan_2020724,8z780zh47h807z42017h8159xy902g13,4,2022-01-31,2022-01-25,1001.25,1001.2461,28.43
loan_2020724,8z780zh47h807z42017h8159xy702g12,3,2022-01-17,2022-01-14,203.2247,203.2247,75.61
loan_2020724,8z780zh47h807z42017h8159xy702g11,2,2021-12-31,2021-12-19,271.25,271.2461,28.43
loan_6858930,8z7824zy7x6hi6yi017x7130z70y3043,2,2022-02-15,2022-02-02,938.05,938.05,0.0
loan_6858930,8z7824zy7x6hi6yi017x7130z7223045,4,2022-03-15,,0.0,0.0,0.0
loan_6858930,8z7824zy7x6hi6yi017x7130z70y3044,3,2022-02-28,2022-02-22,422.67,422.67,0.0
loan_6858930,8z7824zy7x6hi6yi017x7130z70y3042,1,2022-01-31,2022-01-20,463.55,463.55,0.0
loan_2246564,8z782h277i2hi11y017i2xg38x3y476z,4,2022-05-02,2022-05-01,244.73,244.7325,0.0
loan_2246564,8z782h277i2hi11y017i2xg38x3y4769,3,2022-04-18,2022-04-07,246.74,246.74,0.0
loan_2246564,8z782h277i2hi11y017i2xg38x284767,1,2022-03-15,2022-03-15,246.74,246.74,0.0
loan_2246564,8z782h277i2hi11y017i2xg38x3y4768,2,2022-03-31,2022-03-28,246.74,246.74,0.0
loan_1640812,8z7800zi800933h801800y1yi8714x8x,2,2022-05-16,2022-05-16,292.0,292.0,0.0
loan_1640812,8z7800zi800933h801800y1yi8744x92,6,2022-07-15,2022-07-15,292.0,292.0,0.0
loan_1640812,8z7800zi800933h801800y1yi8714x90,4,2022-06-15,2022-06-14,292.0,292.0,0.0
loan_1640812,8z7800zi800933h801800y1yi8714x8h,1,2022-05-02,2022-04-30,292.0,292.0,0.0
loan_1640812,8z7800zi800933h801800y1yi8714x8i,3,2022-05-31,2022-05-30,292.0,292.0,0.0
loan_1640812,8z7800zi800933h801800y1yi8714x91,5,2022-06-30,2022-06-29,292.0,292.0,0.0
loan_5009378,8z7801277yz2h0ih017yz40zxihx0740,1,2021-11-01,2021-11-01,154.76,154.76,0.0
loan_5009378,8z7801277yz2h0ih017yz40zxiiz0741,2,2021-11-16,2021-11-16,154.76,154.76,0.0
loan_5009378,8z7801277yz2h0ih017yz40zxiiz0743,4,2021-12-15,2021-12-15,153.59,153.592,0.0
loan_5009378,8z7801277yz2h0ih017yz40zxiiz0742,3,2021-11-30,2021-11-30,154.76,154.76,0.0
loan_6857958,8z78034h7y799i76017y79x4g20y4g0z,7,2022-01-31,,0.0,0.0,0.0
loan_6857958,8z78034h7y799i76017y79x4g2084g06,3,2021-11-30,2021-11-23,784.75,784.75,0.0
loan_6857958,8z78034h7y799i76017y79x4g2084g09,6,2022-01-17,,0.0,0.0,0.0
loan_6857958,8z78034h7y799i76017y79x4g1xg4g04,1,2021-11-01,2021-10-22,803.0,803.0,0.0
loan_6857958,8z78034h7y799i76017y79x4g2084g07,4,2021-12-15,2021-12-02,3904.77,3904.77,0.0
loan_6857958,8z78034h7y799i76017y79x4g2084g05,2,2021-11-16,2021-11-04,784.75,784.75,0.0
loan_6857958,8z78034h7y799i76017y79x4g2084g08,5,2021-12-31,,0.0,0.0,0.0
loan_6857958,8z78034h7y799i76017y79x4g20y4g0g,8,2022-02-15,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z78311814,3,2021-12-31,2021-12-26,2734.51,2734.507,0.0
loan_0519478,8z7800i97h23yyzy017h275z78311812,1,2021-11-30,2021-11-23,456.25,456.25,0.0
loan_0519478,8z7800i97h23yyzy017h275z784y1816,5,2022-01-31,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z784y1817,6,2022-02-15,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z784y1818,7,2022-02-28,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z78311815,4,2022-01-17,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z784y1819,8,2022-03-15,,0.0,0.0,0.0
loan_0519478,8z7800i97h23yyzy017h275z78311813,2,2021-12-15,2021-12-11,456.25,456.25,0.0
loan_5273580,8z7806g07x728x59017x758178z12x38,5,2022-03-31,2022-03-28,473.77,473.77,0.0
loan_5273580,8z7806g07x728x59017x758178822x37,4,2022-03-15,2022-03-10,473.77,473.77,0.0
loan_5273580,8z7806g07x728x59017x758178z12x39,6,2022-04-18,2022-04-15,470.09,470.0908,0.0
loan_5273580,8z7806g07x728x59017x758178822x35,2,2022-02-15,2022-02-08,473.77,473.77,0.0
loan_5273580,8z7806g07x728x59017x758178822x34,1,2022-01-31,2022-01-22,473.77,473.77,0.0
loan_5273580,8z7806g07x728x59017x758178822x36,3,2022-02-28,2022-02-22,473.77,473.77,0.0
loan_5912890,8z78073i7ixi66y9017ii36hg8837g2x,3,2022-05-16,,138.7,0.0,0.0
loan_5912890,8z78073i7ixi66y9017ii36hg8837g2i,4,2022-05-31,,138.7,0.0,0.0
loan_5912890,8z78073i7ixi66y9017ii36hg8837g2y,1,2022-04-18,,138.7,0.0,0.0
loan_5912890,8z78073i7ixi66y9017ii36hg8837g2h,2,2022-05-02,,138.7,0.0,0.0
loan_3647844,8z78075x8065hhg101807897z9hz6i24,3,2022-06-15,2022-06-14,159.87,159.87,0.0
loan_3647844,8z78075x8065hhg101807897z9hz6i22,1,2022-05-16,2022-05-03,160.6,160.6,0.0
loan_3647844,8z78075x8065hhg101807897z9hz6i25,4,2022-06-30,2022-06-25,162.06,162.06,0.0
loan_3647844,8z78075x8065hhg101807897z9hz6i26,5,2022-07-15,2022-07-14,159.87,159.87,0.0
loan_3647844,8z78075x8065hhg101807897z9hz6i23,2,2022-05-31,2022-05-17,159.87,159.87,0.0
loan_3647844,8z78075x8065hhg101807897z9hy6i27,6,2022-08-01,2022-07-28,157.68,157.68,0.0
loan_1425358,8z78068i801h50y8018020z0gg5376g2,4,2022-06-15,2022-06-15,254.77,254.77,0.0
loan_1425358,8z78068i801h50y8018020z0gg5376g1,3,2022-05-31,2022-05-31,254.77,254.77,0.0
loan_1425358,8z78068i801h50y8018020z0gg5376g3,5,2022-06-30,2022-06-30,254.77,254.77,0.0
loan_1425358,8z78068i801h50y8018020z0gg5376g4,6,2022-07-15,2022-07-15,254.77,254.77,0.0
loan_1425358,8z78068i801h50y8018020z0gg2g76g0,2,2022-05-16,2022-05-16,254.77,254.77,0.0
loan_1425358,8z78068i801h50y8018020z0gg2g76zi,1,2022-05-02,2022-05-02,255.5,255.5,0.0
loan_3631052,8z780iii7h47x09g017h4zzy398x3085,1,2021-11-30,2021-11-30,720.51,720.51,0.0
loan_3631052,8z780iii7h47x09g017h4zzy39z73086,2,2021-12-15,2021-12-16,719.6,719.5975,0.0
loan_3376438,8z782gx27x8y3yz2017x8x77920x7hi2,1,2022-02-15,2022-02-15,170.82,170.82,0.0
loan_3376438,8z782gx27x8y3yz2017x8x77920x7hi5,4,2022-03-31,2022-03-27,169.47,169.4695,0.0
loan_3376438,8z782gx27x8y3yz2017x8x77920x7hi4,3,2022-03-15,2022-03-15,170.82,170.82,0.0
loan_3376438,8z782gx27x8y3yz2017x8x77920x7hi3,2,2022-02-28,2022-02-27,170.82,170.82,0.0
loan_8698416,8z7827h37i9h410z017iz0178z3g5ix5,4,2022-05-16,2022-05-16,182.5,182.5,0.0
loan_8698416,8z7827h37i9h410z017iz0178z3g5ix6,5,2022-05-31,2022-05-28,132.93,132.933,0.0
loan_8698416,8z7827h37i9h410z017iz0178z175ix4,3,2022-05-02,2022-05-01,159.14,159.14,0.0
loan_8698416,8z7827h37i9h410z017iz0178z175ix2,1,2022-03-31,2022-04-16,159.14,159.14,58.0
loan_8698416,8z7827h37i9h410z017iz0178z3g5ix7,6,2022-06-15,,0.0,0.0,0.0
loan_8698416,8z7827h37i9h410z017iz0178z175ix3,2,2022-04-18,2022-04-16,318.28,318.28,0.0
loan_8932732,8z7828207h33414i017h35izhx7z3g40,1,2021-11-30,2021-11-29,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx7z3g42,3,2021-12-31,2021-12-23,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx7z3g41,2,2021-12-15,2021-12-14,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx8x3g44,5,2022-01-31,2022-01-25,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx7z3g43,4,2022-01-17,2022-01-10,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx8x3g46,7,2022-02-28,2022-02-26,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx8x3g45,6,2022-02-15,2022-02-11,417.56,417.56,0.0
loan_8932732,8z7828207h33414i017h35izhx8x3g47,8,2022-03-15,2022-03-14,416.1365,416.1365,0.0
loan_0133220,8z7827017iy66z7i017iy7y30i5h5487,4,2022-05-31,,535.8711000000001,0.0,0.0
loan_0133220,8z7827017iy66z7i017iy7y30i5h5486,3,2022-05-16,,537.28,0.0,0.0
loan_0133220,8z7827017iy66z7i017iy7y30i385484,1,2022-04-18,,537.28,0.0,0.0
loan_0133220,8z7827017iy66z7i017iy7y30i5h5485,2,2022-05-02,,537.28,0.0,0.0
loan_4615608,8z782y1z7h3h918g017h410382yx3i1x,2,2021-12-15,2021-12-07,1551.98,1551.98,0.0
loan_4615608,8z782y1z7h3h918g017h410382h03i23,7,2022-02-28,,0.0,0.0,0.0
loan_4615608,8z782y1z7h3h918g017h410382yx3i1h,1,2021-11-30,2021-11-22,775.99,775.99,0.0
loan_4615608,8z782y1z7h3h918g017h410382yx3i1i,3,2021-12-31,2021-12-20,775.99,775.99,0.0
loan_4615608,8z782y1z7h3h918g017h410382h03i22,6,2022-02-15,2022-02-05,772.34,772.34,0.0
loan_4615608,8z782y1z7h3h918g017h410382h03i24,8,2022-03-15,,0.0,0.0,0.0
loan_4615608,8z782y1z7h3h918g017h410382yx3i20,4,2022-01-17,2022-01-05,1551.98,1551.98,0.0
loan_4615608,8z782y1z7h3h918g017h410382yx3i21,5,2022-01-31,2022-01-21,775.99,775.99,0.0
loan_3109186,8z782y7280281hi2018033izg3895z78,2,2022-05-16,2022-05-16,285.43,285.43,0.0
loan_3109186,8z782y7280281hi2018033izg3z15z7y,6,2022-07-15,2022-07-14,286.16,286.16,0.0
loan_3109186,8z782y7280281hi2018033izg3895z77,1,2022-05-02,2022-04-29,286.16,286.16,0.0
loan_3109186,8z782y7280281hi2018033izg3z15z79,3,2022-05-31,2022-05-28,285.43,285.43,0.0
loan_3109186,8z782y7280281hi2018033izg3z15z7g,5,2022-06-30,2022-06-26,285.43,285.43,0.0
loan_3109186,8z782y7280281hi2018033izg3z15z7z,4,2022-06-15,2022-06-11,285.43,285.43,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi6z36x1,6,2022-03-15,2022-03-05,762.23,762.2295,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi4h36hy,1,2021-12-31,2021-12-24,817.6,817.6,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi6z36x0,5,2022-02-28,2022-02-18,817.6,817.6,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi6z36hh,2,2022-01-17,2022-01-05,868.6999999999999,868.6999999999999,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi6z36hi,4,2022-02-15,2022-02-11,817.6,817.6,0.0
loan_4452578,8z7806497hyhy199017hyxh9yi6z36hx,3,2022-01-31,2022-01-31,817.6,817.6,0.0
loan_8424948,8z780421803783xy01803xh3g43z6x9x,4,2022-06-15,,109.5,0.0,0.0
loan_8424948,8z780421803783xy01803xh3g43z6x9y,2,2022-05-16,,109.5,0.0,0.0
loan_8424948,8z780421803783xy01803xh3g43z6x9h,3,2022-05-31,,109.5,0.0,0.0
loan_8424948,8z780421803783xy01803xh3g41z6x9g,1,2022-05-02,,109.5,0.0,0.0
loan_7052072,8z78068i801h50y8018024x3ygg07985,2,2022-05-16,2022-05-16,1003.75,1003.75,0.0
loan_7052072,8z78068i801h50y8018024x3ygg07989,6,2022-07-15,2022-07-15,1003.02,1003.02,0.0
loan_7052072,8z78068i801h50y8018024x3ygg07987,4,2022-06-15,2022-06-16,1003.75,1003.75,0.0
loan_7052072,8z78068i801h50y8018024x3ygg07988,5,2022-06-30,2022-07-08,1003.75,1003.75,58.0
loan_7052072,8z78068i801h50y8018024x3yg8i7984,1,2022-05-02,2022-05-01,1003.75,1003.75,0.0
loan_7052072,8z78068i801h50y8018024x3ygg07986,3,2022-05-31,2022-05-31,1003.75,1003.75,0.0
loan_3110308,8z780y367h6gi085017h6x413y3x26x7,5,2022-02-15,2022-02-16,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y3x26x9,7,2022-03-15,2022-03-15,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y2226x5,3,2022-01-17,2022-01-17,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y2226x3,1,2021-12-15,2021-12-12,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y2226x6,4,2022-01-31,2022-01-28,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y3x26x8,6,2022-02-28,2022-02-28,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y2226x4,2,2021-12-31,2021-12-30,124.83,124.83,0.0
loan_3110308,8z780y367h6gi085017h6x413y3x26xz,8,2022-03-31,2022-03-31,121.691,121.691,0.0
loan_0138546,8z780gx37h3h9586017h3i66x639662g,8,2022-03-15,2022-03-15,729.27,729.27,0.0
loan_0138546,8z780gx37h3h9586017h3i66x6366628,5,2022-01-31,2022-02-02,730.0,730.0,58.0
loan_0138546,8z780gx37h3h9586017h3i66x6366629,6,2022-02-15,2022-02-15,730.0,730.0,0.0
loan_0138546,8z780gx37h3h9586017h3i66x6366626,3,2021-12-31,2021-12-31,730.0,730.0,0.0
loan_0138546,8z780gx37h3h9586017h3i66x61y6625,2,2021-12-15,2021-12-15,730.0,730.0,0.0
loan_0138546,8z780gx37h3h9586017h3i66x636662z,7,2022-02-28,2022-02-28,730.0,730.0,0.0
loan_0138546,8z780gx37h3h9586017h3i66x6366627,4,2022-01-17,2022-01-18,730.0,730.0,0.0
loan_0138546,8z780gx37h3h9586017h3i66x61y6624,1,2021-11-30,2021-12-01,730.0,730.0,0.0
loan_2145010,8z780xz97yxg2823017yxghy90i72019,1,2021-11-16,2021-11-14,128.48,128.48,0.0
loan_2145010,8z780xz97yxg2823017yxghy90i7201g,3,2021-12-15,2021-12-11,128.48,128.48,0.0
loan_2145010,8z780xz97yxg2823017yxghy9114201y,4,2021-12-31,2021-12-17,126.76,126.7645,0.0
loan_2145010,8z780xz97yxg2823017yxghy90i7201z,2,2021-11-30,2021-11-28,128.48,128.48,0.0
loan_9417614,8z780xx27h1984i3017h1z40z47x4xzy,1,2021-11-30,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z4814xg2,7,2022-02-28,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z47x4xzi,4,2022-01-17,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z4814xg3,8,2022-03-15,,460.89,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z47x4xg0,5,2022-01-31,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z4814xg1,6,2022-02-15,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z47x4xzh,2,2021-12-15,,462.82,0.0,0.0
loan_9417614,8z780xx27h1984i3017h1z40z47x4xzx,3,2021-12-31,,462.82,0.0,0.0
loan_7409188,8z782h717h6gi00y017h6h9373674hgx,1,2021-12-15,2021-12-10,957.54,957.541,0.0
loan_3343522,8z782z937xh98i10017xhyz455yy2hzh,1,2022-02-28,2022-02-28,182.5,182.5,0.0
loan_3343522,8z782z937xh98i10017xhyz455x82hg1,5,2022-05-02,2022-05-04,181.77,181.77,58.0
loan_3343522,8z782z937xh98i10017xhyz455yy2hg0,4,2022-04-18,2022-04-20,181.77,181.77,58.0
loan_3343522,8z782z937xh98i10017xhyz455yy2hzi,3,2022-03-31,2022-04-01,181.77,181.77,0.0
loan_3343522,8z782z937xh98i10017xhyz455yy2hzx,2,2022-03-15,2022-03-15,182.5,182.5,0.0
loan_3343522,8z782z937xh98i10017xhyz455x82hg2,6,2022-05-16,2022-05-16,181.04,181.04,0.0
loan_2396548,8z782x4g7h9i6g14017hz26592yh1x9z,6,2022-03-15,,563.73,0.0,0.0
loan_2396548,8z782x4g7h9i6g14017hz26592g71x96,2,2022-01-17,2022-01-14,495.4,495.3999,157.37
loan_2396548,8z782x4g7h9i6g14017hz26592yh1x99,5,2022-02-28,,557.33,0.0,0.0
loan_2396548,8z782x4g7h9i6g14017hz26592g71x97,3,2022-01-31,2022-01-29,521.84,521.8405,121.15
loan_2396548,8z782x4g7h9i6g14017hz26592yh1x9g,7,2022-03-31,,576.31,0.0,0.0
loan_2396548,8z782x4g7h9i6g14017hz26592yh1x9y,8,2022-04-18,,643.66,0.0,0.0
loan_2396548,8z782x4g7h9i6g14017hz26592yh1x98,4,2022-02-15,2022-03-08,525.49,525.4905,174.15
loan_2396548,8z782x4g7h9i6g14017hz26592g71x95,1,2021-12-31,2021-12-28,466.46,466.4627,197.01
loan_4791426,8z782yi67h9i6034017hz343g7hx11g9,1,2021-12-31,2021-12-31,145.27,145.27,0.0
loan_4791426,8z782yi67h9i6034017hz343g7i411gg,3,2022-01-31,2022-01-31,145.27,145.27,0.0
loan_4791426,8z782yi67h9i6034017hz343g7hx11gz,2,2022-01-17,2022-01-17,145.27,145.27,0.0
loan_4791426,8z782yi67h9i6034017hz343g7i411gy,4,2022-02-15,2022-02-12,143.07999999999998,143.07999999999998,0.0
loan_9027878,8z782y7280281hi20180294z6i517y8z,3,2022-05-31,,525.61,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i547y8h,6,2022-07-15,,567.85,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i517y8y,5,2022-06-30,,553.41,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i517y88,1,2022-05-02,,476.77,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i547y8x,7,2022-08-01,,578.51,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i517y8g,4,2022-06-15,,539.34,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i547y8i,8,2022-08-15,,618.9,0.0,0.0
loan_9027878,8z782y7280281hi20180294z6i517y89,2,2022-05-16,,518.8693999999999,0.0,0.0
loan_6449472,8z782xx77h619z75017h63x528254374,4,2022-01-31,2022-01-29,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528254373,3,2022-01-17,2022-01-15,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528124371,1,2021-12-15,2021-11-29,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528254375,5,2022-02-15,2022-02-15,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528274378,8,2022-03-31,2022-03-30,440.7,440.701,0.0
loan_6449472,8z782xx77h619z75017h63x528254377,7,2022-03-15,2022-03-15,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528124372,2,2021-12-31,2021-12-23,445.3,445.3,0.0
loan_6449472,8z782xx77h619z75017h63x528254376,6,2022-02-28,2022-02-28,445.3,445.3,0.0
loan_8227046,8z78015g7i73ixgx017i746x557h6i5x,4,2022-05-16,2022-05-17,122.786,122.786,0.0
loan_8227046,8z78015g7i73ixgx017i746x557h6i5g,1,2022-03-31,2022-03-30,124.1,124.1,0.0
