loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_5115816,8z78049h7h145xhh017h14y5092427yi,8,15/03/2022,12/04/2022,147.04,147.0439,63.26
loan_5115816,8z78049h7h145xhh017h14y5092427yx,7,28/02/2022,23/03/2022,136.65599999999998,136.65599999999998,66.79
loan_5115816,8z78049h7h145xhh017h14y5092127yg,4,17/01/2022,17/01/2022,123.28969999999998,123.28969999999998,27.11
loan_5115816,8z78049h7h145xhh017h14y5092127y9,2,15/12/2021,15/12/2021,119.35,119.3477,32.51
loan_5115816,8z78049h7h145xhh017h14y5092127yz,3,31/12/2021,31/12/2021,121.07780000000001,121.07780000000001,30.14
loan_9108852,8z7805537xi86z53017xig9539z12186,5,02/05/2022,20/04/2022,248.20,248.2,0
loan_9108852,8z7805537xi86z53017xig9539832183,2,15/03/2022,06/03/2022,248.20,248.2,0
loan_9108852,8z7805537xi86z53017xig9539832182,1,28/02/2022,18/02/2022,248.20,248.2,0
loan_9108852,8z7805537xi86z53017xig9539z12187,6,16/05/2022,04/05/2022,244.70,244.696,0
loan_9108852,8z7805537xi86z53017xig9539z12185,4,18/04/2022,01/04/2022,248.20,248.2,0
loan_9108852,8z7805537xi86z53017xig9539z12184,3,31/03/2022,18/03/2022,248.20,248.2,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix33450,1,15/03/2022,01/03/2022,127.02,127.02,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix63455,6,31/05/2022,NA,0.00,0,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix33451,2,31/03/2022,17/03/2022,126.28999999999999,126.28999999999999,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix33453,4,02/05/2022,30/04/2022,378.87,378.87,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix33454,5,16/05/2022,NA,0.00,0,0
loan_0187406,8z7807zh7i1y8207017i1i4gzix33452,3,18/04/2022,18/04/2022,126.28999999999999,126.28999999999999,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8765yiy,6,30/06/2022,18/06/2022,127.43,127.4288,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8655yi9,3,16/05/2022,06/05/2022,128.48,128.48,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8765yig,5,15/06/2022,04/06/2022,128.48,128.48,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8765yiz,4,31/05/2022,20/05/2022,128.48,128.48,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8655yi7,1,18/04/2022,08/04/2022,128.48,128.48,0
loan_7534144,8z7807gh7ii9gxii017iiy0yg8655yi8,2,02/05/2022,21/04/2022,128.48,128.48,0
loan_4726928,8z78049h7h145xhh017h16ii37xg509h,4,17/01/2022,14/01/2022,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xx50z0,7,28/02/2022,24/02/2022,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xg509g,2,15/12/2021,09/12/2021,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xx50z1,8,15/03/2022,14/03/2022,415.50870000000003,415.50870000000003,0
loan_4726928,8z78049h7h145xhh017h16ii37xg509z,1,30/11/2021,27/11/2021,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xx509i,6,15/02/2022,11/02/2022,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xg509y,3,31/12/2021,29/12/2021,419.75,419.75,0
loan_4726928,8z78049h7h145xhh017h16ii37xg509x,5,31/01/2022,30/01/2022,419.75,419.75,0
loan_2369434,8z78222y7h4h00i1017h4ig13xyz3iz1,3,17/01/2022,12/01/2022,1051.93,1051.93,0
loan_2369434,8z78222y7h4h00i1017h4ig13xyz3i9i,1,15/12/2021,14/12/2021,1051.93,1051.93,0
loan_2369434,8z78222y7h4h00i1017h4ig13xyz3iz0,2,31/12/2021,28/12/2021,1051.93,1051.93,0
loan_2369434,8z78222y7h4h00i1017h4ig13xyz3iz2,4,31/01/2022,28/01/2022,1049.70,1049.7035,0
loan_9730398,8z782yi27xy4x91y017xy5z02iiz52i7,1,15/02/2022,14/02/2022,174.47,174.47,0
loan_9730398,8z782yi27xy4x91y017xy5z02iiz52i8,2,28/02/2022,28/02/2022,174.47,174.47,0
loan_9730398,8z782yi27xy4x91y017xy5z02iiz52i9,3,15/03/2022,10/03/2022,174.47,174.47,0
loan_9730398,8z782yi27xy4x91y017xy5z0301052iz,4,31/03/2022,30/03/2022,173.89,173.886,0
loan_7441172,8z782hi37h6gx660017h6yzx63516h75,7,15/03/2022,NA,686.1999999999999,0,0
loan_7441172,8z782hi37h6gx660017h6yzx63516h74,6,28/02/2022,NA,686.1999999999999,0,0
loan_7441172,8z782hi37h6gx660017h6yzx634i6h71,3,17/01/2022,17/01/2022,686.1999999999999,686.1999999999999,0
loan_7441172,8z782hi37h6gx660017h6yzx634i6h70,2,31/12/2021,28/12/2021,686.1999999999999,686.1999999999999,0
loan_7441172,8z782hi37h6gx660017h6yzx634x6h6i,1,15/12/2021,15/12/2021,686.1999999999999,686.1999999999999,0
loan_7441172,8z782hi37h6gx660017h6yzx63516h76,8,31/03/2022,NA,685.47,0,0
loan_7441172,8z782hi37h6gx660017h6yzx634i6h73,5,15/02/2022,19/02/2022,686.1999999999999,686.1999999999999,58
loan_7441172,8z782hi37h6gx660017h6yzx634i6h72,4,31/01/2022,31/01/2022,686.1999999999999,686.1999999999999,0
loan_9312922,8z7801237i219h75017i260y07983i83,1,15/03/2022,14/03/2022,203.67,203.67,0
loan_9312922,8z7801237i219h75017i260y07983i86,4,02/05/2022,06/05/2022,203.67,203.67,58
loan_9312922,8z7801237i219h75017i260y07983i87,5,16/05/2022,06/05/2022,203.67,203.67,0
loan_9312922,8z7801237i219h75017i260y07983i85,3,18/04/2022,14/04/2022,203.67,203.67,0
loan_9312922,8z7801237i219h75017i260y079y3i88,6,31/05/2022,24/05/2022,202.21,202.21,0
loan_9312922,8z7801237i219h75017i260y07983i84,2,31/03/2022,28/03/2022,203.67,203.67,0
loan_9694434,8z780z407x9ggg52017x9i477i505570,3,15/03/2022,14/03/2022,749.71,749.71,0
loan_9694434,8z780z407x9ggg52017x9i477i33556x,1,15/02/2022,14/02/2022,749.71,749.71,0
loan_9694434,8z780z407x9ggg52017x9i477i33556i,2,28/02/2022,28/02/2022,749.71,749.71,0
loan_9694434,8z780z407x9ggg52017x9i477i505571,4,31/03/2022,19/03/2022,749.71,749.71,0
loan_9694434,8z780z407x9ggg52017x9i477i505572,5,18/04/2022,13/04/2022,1497.3759999999997,1497.3759999999997,0
loan_9694434,8z780z407x9ggg52017x9i477i505573,6,02/05/2022,NA,0.00,0,0
loan_0035214,8z780g40805g99xi01805h6948z56g7i,4,30/06/2022,30/06/2022,189.79999999999998,189.79999999999998,0
loan_0035214,8z780g40805g99xi01805h6948z56g7h,2,31/05/2022,31/05/2022,189.79999999999998,189.79999999999998,0
loan_0035214,8z780g40805g99xi01805h6948g86g80,5,15/07/2022,15/07/2022,189.79999999999998,189.79999999999998,0
loan_0035214,8z780g40805g99xi01805h6948g86g81,6,01/08/2022,01/08/2022,188.34,188.34,0
loan_0035214,8z780g40805g99xi01805h6948z56g7y,1,16/05/2022,02/05/2022,189.79999999999998,189.79999999999998,0
loan_0035214,8z780g40805g99xi01805h6948z56g7x,3,15/06/2022,13/06/2022,189.79999999999998,189.79999999999998,0
loan_5093596,8z780hz77x7yh1z5017x8005ig977zhz,6,18/04/2022,15/04/2022,266.74199999999996,266.74199999999996,0
loan_5093596,8z780hz77x7yh1z5017x8005ig7g7zh6,2,15/02/2022,12/02/2022,269.37,269.37,0
loan_5093596,8z780hz77x7yh1z5017x8005ig977zh7,3,28/02/2022,28/02/2022,269.37,269.37,0
loan_5093596,8z780hz77x7yh1z5017x8005ig977zh9,5,31/03/2022,28/03/2022,269.37,269.37,0
loan_5093596,8z780hz77x7yh1z5017x8005ig977zh8,4,15/03/2022,14/03/2022,269.37,269.37,0
loan_5093596,8z780hz77x7yh1z5017x8005ig7g7zh5,1,31/01/2022,31/01/2022,269.37,269.37,0
loan_3263474,8z7829097h5y717x017h5iyyy8yi0208,6,28/02/2022,16/02/2022,705.18,705.18,0
loan_3263474,8z7829097h5y717x017h5iyyy8h0020z,8,31/03/2022,NA,0.00,0,0
loan_3263474,8z7829097h5y717x017h5iyyy8gx0203,1,15/12/2021,08/12/2021,707.37,707.37,0
loan_3263474,8z7829097h5y717x017h5iyyy8h00209,7,15/03/2022,NA,0.00,0,0
loan_3263474,8z7829097h5y717x017h5iyyy8yi0204,2,31/12/2021,18/12/2021,707.37,707.37,0
loan_3263474,8z7829097h5y717x017h5iyyy8yi0206,4,31/01/2022,20/01/2022,707.37,707.37,0
loan_3263474,8z7829097h5y717x017h5iyyy8yi0207,5,15/02/2022,05/02/2022,1414.74,1414.74,0
loan_3263474,8z7829097h5y717x017h5iyyy8yi0205,3,17/01/2022,03/01/2022,1414.74,1414.74,0
loan_4904458,8z7821z77x4x81z3017x52504x582h48,4,15/03/2022,15/03/2022,593.49,593.49,0
loan_4904458,8z7821z77x4x81z3017x52504x582h4z,6,18/04/2022,18/04/2022,593.49,593.49,0
loan_4904458,8z7821z77x4x81z3017x52504x462h45,1,31/01/2022,31/01/2022,593.49,593.49,0
loan_4904458,8z7821z77x4x81z3017x52504x462h46,2,15/02/2022,15/02/2022,593.49,593.49,0
loan_4904458,8z7821z77x4x81z3017x52504x462h47,3,28/02/2022,27/02/2022,593.49,593.49,0
loan_4904458,8z7821z77x4x81z3017x52504x582h49,5,31/03/2022,31/03/2022,593.49,593.49,0
loan_2210498,8z7800i67x442zi3017x448h0x465513,1,31/01/2022,28/01/2022,272.29,272.29,0
loan_2210498,8z7800i67x442zi3017x448h0x665518,6,18/04/2022,15/04/2022,270.83,270.83,0
loan_2210498,8z7800i67x442zi3017x448h0x665514,2,15/02/2022,11/02/2022,272.29,272.29,0
loan_2210498,8z7800i67x442zi3017x448h0x665515,3,28/02/2022,28/02/2022,272.29,272.29,0
loan_2210498,8z7800i67x442zi3017x448h0x665517,5,31/03/2022,31/03/2022,272.29,272.29,0
loan_2210498,8z7800i67x442zi3017x448h0x665516,4,15/03/2022,14/03/2022,272.29,272.29,0
loan_3362340,8z7800yi7h522580017h55918y30706z,2,31/12/2021,01/01/2022,451.14,451.14,0
loan_3362340,8z7800yi7h522580017h55918y30706g,3,17/01/2022,15/01/2022,451.14,451.14,0
loan_3362340,8z7800yi7h522580017h55918y30706y,4,31/01/2022,31/01/2022,449.23,449.2274,0
loan_3362340,8z7800yi7h522580017h55918y307069,1,15/12/2021,14/12/2021,451.14,451.14,0
loan_9515380,8z7809z47h80842y017h81x4y8x56478,5,15/02/2022,NA,264.99,0,0
loan_9515380,8z7809z47h80842y017h81x4y8y76475,2,31/12/2021,02/01/2022,264.99,264.99,0
loan_9515380,8z7809z47h80842y017h81x4y8y76476,3,17/01/2022,20/01/2022,264.99,264.99,58
loan_9515380,8z7809z47h80842y017h81x4y8y76474,1,15/12/2021,15/12/2021,264.99,264.99,0
loan_9515380,8z7809z47h80842y017h81x4y8y76477,4,31/01/2022,02/02/2022,264.99,264.99,58
loan_9515380,8z7809z47h80842y017h81x4y8x56479,6,28/02/2022,NA,262.47,0,0
loan_3495838,8z7806i87i740i4y017i76415x6h4yx7,8,15/07/2022,26/07/2022,668.49,668.4902,81.9
loan_3495838,8z7806i87i740i4y017i76415x6g4yx6,7,30/06/2022,02/07/2022,590.56,590.5554,103.02
loan_3495838,8z7806i87i740i4y017i76415x6g4yx5,6,15/06/2022,19/06/2022,572.44,572.4368,127.84
loan_3495838,8z7806i87i740i4y017i76415x6g4yx3,4,16/05/2022,16/05/2022,551.6025999999999,551.6025999999999,98.38
loan_3495838,8z7806i87i740i4y017i76415x6g4yx2,3,02/05/2022,02/05/2022,538.48,538.4845,116.35
loan_3495838,8z7806i87i740i4y017i76415x514yx0,1,31/03/2022,30/03/2022,468.65999999999997,468.65999999999997,212
loan_3495838,8z7806i87i740i4y017i76415x514yx1,2,18/04/2022,18/04/2022,491.89,491.8886,180.18
loan_3495838,8z7806i87i740i4y017i76415x6g4yx4,5,31/05/2022,30/05/2022,565.0418999999999,565.0418999999999,79.97
loan_2143492,8z7807017h386z88017h3z2h9x9z06y1,4,17/01/2022,14/01/2022,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9z06y0,3,31/12/2021,30/12/2021,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9h06y4,7,28/02/2022,28/02/2022,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9z06gi,2,15/12/2021,15/12/2021,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9z06y2,5,31/01/2022,26/01/2022,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9h06y5,8,15/03/2022,15/03/2022,495.20,495.1955,0
loan_2143492,8z7807017h386z88017h3z2h9x8006gx,1,30/11/2021,30/11/2021,498.59,498.59,0
loan_2143492,8z7807017h386z88017h3z2h9x9z06y3,6,15/02/2022,14/02/2022,498.59,498.59,0
loan_8611970,8z7809g37ii9gigz017iizz1ii9845yh,4,31/05/2022,30/05/2022,347.48,347.48,0
loan_8611970,8z7809g37ii9gigz017iizz1ii9845yz,1,18/04/2022,13/04/2022,347.48,347.48,0
loan_8611970,8z7809g37ii9gigz017iizz1ii9845yy,3,16/05/2022,15/05/2022,347.48,347.48,0
loan_8611970,8z7809g37ii9gigz017iizz1iiz945yx,5,15/06/2022,15/06/2022,347.48,347.48,0
loan_8611970,8z7809g37ii9gigz017iizz1iiz945yi,6,30/06/2022,30/06/2022,339.23,339.231,0
loan_8611970,8z7809g37ii9gigz017iizz1ii9845yg,2,02/05/2022,29/04/2022,353.38,353.3784,0
loan_1807172,8z78090z7x39hx07017x3zh65z26663z,5,31/03/2022,NA,548.23,0,0
loan_1807172,8z78090z7x39hx07017x3zh65z086637,2,15/02/2022,14/02/2022,548.23,548.23,0
loan_1807172,8z78090z7x39hx07017x3zh65z086636,1,31/01/2022,29/01/2022,548.23,548.23,0
loan_1807172,8z78090z7x39hx07017x3zh65z086638,3,28/02/2022,27/02/2022,548.23,548.23,0
loan_1807172,8z78090z7x39hx07017x3zh65z26663g,6,18/04/2022,NA,546.73,0,0
loan_1807172,8z78090z7x39hx07017x3zh65z086639,4,15/03/2022,15/03/2022,548.23,548.23,0
loan_0117684,8z780h237ih5xx90017ih7x66x324227,3,16/05/2022,16/05/2022,313.17,313.17,0
loan_0117684,8z780h237ih5xx90017ih7x66x324228,4,31/05/2022,31/05/2022,313.17,313.17,0
loan_0117684,8z780h237ih5xx90017ih7x66x324226,2,02/05/2022,02/05/2022,313.17,313.17,0
loan_0117684,8z780h237ih5xx90017ih7x66x324225,1,18/04/2022,31/03/2022,313.90,313.9,0
loan_0117684,8z780h237ih5xx90017ih7x66x444229,5,15/06/2022,15/06/2022,313.17,313.17,0
loan_0117684,8z780h237ih5xx90017ih7x66x44422z,6,30/06/2022,30/06/2022,313.17,313.17,0
loan_2645090,8z782x757iyg943g017iyi45h5xg09g1,6,30/06/2022,17/06/2022,140.81,140.8097,0
loan_2645090,8z782x757iyg943g017iyi45h5xg09g0,5,15/06/2022,02/06/2022,238.02,238.0238,0
loan_2645090,8z782x757iyg943g017iyi45h5y909zy,1,18/04/2022,13/04/2022,189.79999999999998,189.79999999999998,0
loan_2645090,8z782x757iyg943g017iyi45h5xg09zi,4,31/05/2022,02/06/2022,189.79999999999998,189.79999999999998,58
loan_2645090,8z782x757iyg943g017iyi45h5y909zh,2,02/05/2022,30/04/2022,189.79999999999998,189.79999999999998,0
loan_2645090,8z782x757iyg943g017iyi45h5y909zx,3,16/05/2022,06/05/2022,189.79999999999998,189.79999999999998,0
loan_2792232,8z782g447h23h213017h257583812g2h,2,15/12/2021,15/12/2021,93.86,93.8561,0
loan_2792232,8z782g447h23h213017h257583832g32,7,28/02/2022,27/02/2022,79.57,79.57,0
loan_2792232,8z782g447h23h213017h257583832g31,6,15/02/2022,15/02/2022,146.00,146,0
loan_2792232,8z782g447h23h213017h257583832g33,8,15/03/2022,NA,0.00,0,0
loan_2792232,8z782g447h23h213017h257583812g2y,1,30/11/2021,29/11/2021,93.44,93.44,0
loan_2792232,8z782g447h23h213017h257583812g2x,3,31/12/2021,29/12/2021,146.00,146,0
loan_2792232,8z782g447h23h213017h257583812g30,5,31/01/2022,29/01/2022,93.44,93.44,0
loan_2792232,8z782g447h23h213017h257583812g2i,4,17/01/2022,16/01/2022,93.51299999999999,93.51299999999999,0
loan_0087282,8z78252h7xzg34y3017xzx054ygx2g0z,5,18/04/2022,17/04/2022,101.26559999999999,101.26559999999999,18.28
loan_0087282,8z78252h7xzg34y3017xzx054ygx2g09,4,31/03/2022,30/03/2022,92.05,92.053,30.9
loan_0087282,8z78252h7xzg34y3017xzx054yz82g07,2,28/02/2022,05/03/2022,98.19229999999999,98.19229999999999,80.49
loan_0087282,8z78252h7xzg34y3017xzx054yz82g06,1,15/02/2022,15/02/2022,91.84859999999999,91.84859999999999,31.18
loan_0087282,8z78252h7xzg34y3017xzx054yz82g08,3,15/03/2022,05/03/2022,109.15,109.1496,7.48
loan_0087282,8z78252h7xzg34y3017xzx054ygx2g0y,7,16/05/2022,14/05/2022,108.93789999999998,108.93789999999998,7.77
loan_0087282,8z78252h7xzg34y3017xzx054ygx2g0h,8,31/05/2022,30/05/2022,108.34,108.3393,4.13
loan_0087282,8z78252h7xzg34y3017xzx054ygx2g0g,6,02/05/2022,29/04/2022,107.81,107.8137,9.31
loan_9945988,8z78275z7y46283z017y4951i8g760g9,1,15/10/2021,12/10/2021,520.49,520.49,0
loan_9945988,8z78275z7y46283z017y4951i8g760gz,2,01/11/2021,11/04/2022,520.4169999999999,520.4169999999999,58
loan_4671504,8z782g297h42g1y5017h455793431yz4,4,17/01/2022,11/01/2022,829.28,829.28,0
loan_4671504,8z782g297h42g1y5017h4557932x1yz1,1,30/11/2021,24/11/2021,830.74,830.74,0
loan_4671504,8z782g297h42g1y5017h4557932x1yz3,3,31/12/2021,29/12/2021,830.74,830.74,0
loan_4671504,8z782g297h42g1y5017h4557932x1yz2,2,15/12/2021,13/12/2021,830.74,830.74,0
loan_7173870,8z78234i7h717305017h72x515ih035x,2,31/12/2021,31/12/2021,640.9984000000001,640.9984000000001,0
loan_7173870,8z78234i7h717305017h72x515ih035h,1,15/12/2021,15/12/2021,641.67,641.67,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9703i07,5,31/01/2022,NA,0.00,0,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9533i05,3,31/12/2021,27/12/2021,349.67,349.67,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9533i06,4,17/01/2022,06/01/2022,695.78,695.7849,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9703i08,6,15/02/2022,NA,0.00,0,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9533i03,1,30/11/2021,16/11/2021,699.34,699.34,0
loan_9780004,8z78009i7h0z12x0017h0zg9x9533i04,2,15/12/2021,05/12/2021,349.67,349.67,0
loan_0734680,8z7800757x969g59017x98g1x1hi6xx8,2,28/02/2022,16/02/2022,265.71999999999997,265.71999999999997,0
loan_0734680,8z7800757x969g59017x98g1x1hi6xx7,1,15/02/2022,31/01/2022,266.45,266.45,0
loan_5869114,8z7802ig7h28i819017h2g8719083g15,2,15/12/2021,14/12/2021,170.82,170.82,0
loan_5869114,8z7802ig7h28i819017h2g8719083g14,1,30/11/2021,29/11/2021,170.82,170.82,0
loan_5869114,8z7802ig7h28i819017h2g8719083g18,5,31/01/2022,30/01/2022,170.82,170.82,0
loan_5869114,8z7802ig7h28i819017h2g87190g3g19,6,15/02/2022,17/02/2022,167.17,167.17,58
loan_5869114,8z7802ig7h28i819017h2g8719083g16,3,31/12/2021,30/12/2021,170.82,170.82,0
loan_5869114,8z7802ig7h28i819017h2g8719083g17,4,17/01/2022,15/01/2022,170.82,170.82,0
loan_5008120,8z7808y37h04x683017h07x67y58177z,4,17/01/2022,NA,1046.09,0,0
loan_5008120,8z7808y37h04x683017h07x67y3y1777,1,30/11/2021,NA,1046.09,0,0
loan_5008120,8z7808y37h04x683017h07x67y58177y,6,15/02/2022,NA,1046.09,0,0
loan_5008120,8z7808y37h04x683017h07x67y3y1778,2,15/12/2021,NA,1046.09,0,0
loan_5008120,8z7808y37h04x683017h07x67y58177g,5,31/01/2022,NA,1046.09,0,0
loan_5008120,8z7808y37h04x683017h07x67y581779,3,31/12/2021,NA,1046.09,0,0
loan_3798854,8z7806697hi1yig6017hi3xg12052i6x,4,28/02/2022,NA,292.00,0,0
loan_3798854,8z7806697hi1yig6017hi3xg12052i70,6,31/03/2022,NA,289.81,0,0
loan_3798854,8z7806697hi1yig6017hi3xg12052i6y,2,31/01/2022,NA,292.00,0,0
loan_3798854,8z7806697hi1yig6017hi3xg12052i6h,3,15/02/2022,NA,292.00,0,0
loan_3798854,8z7806697hi1yig6017hi3xg11x92i6g,1,17/01/2022,NA,292.00,0,0
loan_3798854,8z7806697hi1yig6017hi3xg12052i6i,5,15/03/2022,NA,292.00,0,0
loan_3545544,8z782y4z7xxx2311017xi086yi002420,6,16/05/2022,NA,757.29,0,0
loan_3545544,8z782y4z7xxx2311017xi086yxxz241g,1,28/02/2022,01/03/2022,652.82,652.8244,221.72
loan_3545544,8z782y4z7xxx2311017xi086yxxz241h,3,31/03/2022,NA,689.93,0,0
loan_3545544,8z782y4z7xxx2311017xi086yi002421,7,31/05/2022,NA,772.9604999999999,0,0
loan_3545544,8z782y4z7xxx2311017xi086yi002422,8,15/06/2022,NA,825.4985999999999,0,0
loan_3545544,8z782y4z7xxx2311017xi086yxxz241x,4,18/04/2022,NA,695.95,0,0
loan_3545544,8z782y4z7xxx2311017xi086yxxz241y,2,15/03/2022,21/03/2022,679.98,679.9804,242.52
loan_3545544,8z782y4z7xxx2311017xi086yi00241i,5,02/05/2022,NA,739.2783000000001,0,0
loan_1435204,8z782y938051454701805x3y28xz38i0,3,15/06/2022,16/06/2022,350.40,350.4,0
loan_1435204,8z782y938051454701805x3y290938i2,5,15/07/2022,NA,0.00,0,0
loan_1435204,8z782y938051454701805x3y28xz38xx,1,16/05/2022,16/05/2022,350.40,350.4,0
loan_1435204,8z782y938051454701805x3y28xz38xi,2,31/05/2022,31/05/2022,350.40,350.4,0
loan_1435204,8z782y938051454701805x3y28xz38i1,4,30/06/2022,27/06/2022,1050.47,1050.47,0
loan_1435204,8z782y938051454701805x3y290938i3,6,01/08/2022,NA,0.00,0,0
loan_3096904,8z782yi67x683g74017x6z654g945646,4,15/03/2022,12/03/2022,304.40999999999997,304.40999999999997,0
loan_3096904,8z782yi67x683g74017x6z654gzz5648,6,18/04/2022,NA,0.00,0,0
loan_3096904,8z782yi67x683g74017x6z654g945643,1,31/01/2022,21/01/2022,304.40999999999997,304.40999999999997,0
loan_3096904,8z782yi67x683g74017x6z654g945645,3,28/02/2022,28/02/2022,304.40999999999997,304.40999999999997,0
loan_3096904,8z782yi67x683g74017x6z654gzz5647,5,31/03/2022,25/03/2022,302.95,302.95,0
loan_3096904,8z782yi67x683g74017x6z654g945644,2,15/02/2022,02/02/2022,608.8199999999999,608.8199999999999,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h32g57,4,02/05/2022,NA,146.18,0,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h52g5z,7,15/06/2022,NA,178.20759999999999,0,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h52g59,6,31/05/2022,NA,173.68159999999997,0,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h32g58,5,16/05/2022,NA,170.45499999999998,0,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h32g55,2,31/03/2022,31/03/2022,154.61,154.6067,45.21
loan_0480974,8z782i4g7i3g61zg017i3h5691h52g5g,8,30/06/2022,NA,181.92,0,0
loan_0480974,8z782i4g7i3g61zg017i3h5691h32g56,3,18/04/2022,04/04/2022,180.43409999999997,180.43409999999997,9.83
loan_0480974,8z782i4g7i3g61zg017i3h5691h32g54,1,15/03/2022,15/03/2022,150.42,150.4165,50.95
loan_7214572,8z782h3y7h0i3869017h1099g7617xgg,2,15/12/2021,12/12/2021,730.00,730,0
loan_7214572,8z782h3y7h0i3869017h1099g7617xgz,1,30/11/2021,28/11/2021,730.00,730,0
loan_7214572,8z782h3y7h0i3869017h1099g7617xgy,3,31/12/2021,30/12/2021,730.00,730,0
loan_7214572,8z782h3y7h0i3869017h1099g7737xgh,4,17/01/2022,13/01/2022,729.82,729.8175,0
loan_0710070,8z7824337i88z39g017i8909975h33z5,2,18/04/2022,17/04/2022,574.08,574.0793,194.59
loan_0710070,8z7824337i88z39g017i8909975h33z4,1,31/03/2022,30/03/2022,573.88,573.8822,194.86
loan_0710070,8z7824337i88z39g017i8909975h33z8,5,31/05/2022,30/05/2022,645.47,645.4733,96.79
loan_0710070,8z7824337i88z39g017i8909975h33z7,4,16/05/2022,15/05/2022,634.74,634.735,111.5
loan_0710070,8z7824337i88z39g017i8909976033zz,7,30/06/2022,17/06/2022,711.9762999999999,711.9762999999999,6.68
loan_0710070,8z7824337i88z39g017i8909976033zg,8,15/07/2022,17/07/2022,690.76,690.7552,46.11
loan_0710070,8z7824337i88z39g017i8909976033z9,6,15/06/2022,17/06/2022,658.74,658.7374,136.63
loan_0710070,8z7824337i88z39g017i8909975h33z6,3,02/05/2022,01/05/2022,619.6312999999999,619.6312999999999,132.19
loan_0225026,8z7806zx7ixz805g017ixy9468h63y36,3,16/05/2022,16/05/2022,354.78,354.78,0
loan_0225026,8z7806zx7ixz805g017ixy9468h63y34,1,18/04/2022,17/04/2022,354.78,354.78,0
loan_0225026,8z7806zx7ixz805g017ixy9468h63y35,2,02/05/2022,29/04/2022,354.78,354.78,0
loan_0225026,8z7806zx7ixz805g017ixy9468h63y37,4,31/05/2022,31/05/2022,354.78,354.78,0
loan_0225026,8z7806zx7ixz805g017ixy9468h63y38,5,15/06/2022,14/06/2022,354.78,354.78,0
loan_0225026,8z7806zx7ixz805g017ixy9468h93y39,6,30/06/2022,30/06/2022,353.32,353.32,0
loan_0795270,8z7806yy7ig74855017igz51hi1g6yxx,1,31/03/2022,31/03/2022,185.42,185.42,0
loan_0795270,8z7806yy7ig74855017igz51hi2y6yxi,2,18/04/2022,15/04/2022,184.69,184.69,0
loan_8833026,8z78234i7h717305017h71930i9811h9,2,31/12/2021,29/12/2021,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930iz911hg,4,31/01/2022,26/01/2022,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930iz911hx,7,15/03/2022,02/03/2022,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930i9811h8,1,15/12/2021,10/12/2021,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930iz911hy,5,15/02/2022,14/02/2022,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930izz11hi,8,31/03/2022,31/03/2022,616.38,616.3755,0
loan_8833026,8z78234i7h717305017h71930iz911hz,3,17/01/2022,06/01/2022,616.85,616.85,0
loan_8833026,8z78234i7h717305017h71930iz911hh,6,28/02/2022,28/02/2022,616.85,616.85,0
loan_1994564,8z780zg27hiy1g19017hii2346343zgy,9,16/05/2022,13/05/2022,458.89,458.8853,71.39
loan_1994564,8z780zg27hiy1g19017hii2346343zg8,5,15/03/2022,12/03/2022,412.17,412.1726,125.38
loan_1994564,8z780zg27hiy1g19017hii2346343zgg,8,02/05/2022,24/04/2022,465.81,465.8057,51.91
loan_1994564,8z780zg27hiy1g19017hii2346373zgi,12,30/06/2022,NA,0.00,0,0
